L,h,T,E,C,FM,Xfm,AFM,Xafm
32,0,2.212000,-1.529359,1.438753,0.000136,0.061380,0.770993,4.240554
32,0,2.291000,-1.397384,1.813850,0.000081,0.069754,0.126684,168.530973
32,0,2.370000,-1.254315,1.502437,0.000055,0.082493,0.070108,76.384909
32,0,2.449000,-1.156725,1.059289,0.000066,0.088655,0.029631,37.327499
32,0,2.528000,-1.082917,0.811704,0.000055,0.093244,0.016145,20.289153
32,0,2.528000,-1.082478,0.832504,0.000043,0.092608,0.009865,20.484283
32,0,2.449000,-1.156422,1.028503,0.000045,0.088578,0.015824,36.163316
32,0,2.370000,-1.248324,1.404786,0.000057,0.082273,0.055323,72.824940
32,0,2.291000,-1.394304,1.910838,0.000034,0.072335,0.265521,141.103658
32,0,2.212000,-1.533412,1.430687,0.000030,0.060833,0.688448,45.300030
32,0,2.133000,-1.628026,1.081591,0.000029,0.052331,0.809047,24.498982
32,0,2.054000,-1.705377,0.868479,0.000021,0.044669,0.891997,0.616766
32,0,1.975000,-1.764245,0.675973,0.000136,0.038829,0.919521,0.318802
32,0,1.896000,-1.812759,0.555891,0.000007,0.033518,0.939514,0.198315
32,0,1.817000,-1.851593,0.464320,0.000031,0.027696,0.954167,0.128696
32,0,1.738000,-1.884038,0.382115,0.000101,0.024205,0.965392,0.085211
32,0,1.659000,-1.911719,0.308528,0.000060,0.019716,0.974412,0.056799
32,0,1.580000,-1.933309,0.247675,0.000009,0.016592,0.981170,0.039205
32,0,1.501000,-1.951055,0.196900,0.000018,0.013078,0.986490,0.026951
32,0,1.422000,-1.964803,0.155695,0.000023,0.010357,0.990461,0.018735
32,0,1.343000,-1.975557,0.118624,0.000020,0.007798,0.993474,0.012713
32,0,1.264000,-1.983606,0.087701,0.000017,0.005710,0.995686,0.008349
32,0,1.185000,-1.989603,0.063088,0.000001,0.003974,0.997296,0.005409
32,0,1.106000,-1.993729,0.043051,0.000001,0.002609,0.998384,0.003322
32,0,1.027000,-1.996527,0.027127,0.000006,0.001588,0.999112,0.001881
32,0,0.948000,-1.998183,0.016461,0.000001,0.000919,0.999539,0.001031
32,0,0.869000,-1.999161,0.008995,0.000001,0.000464,0.999788,0.000507
32,0,0.790000,-1.999671,0.004250,0.000000,0.000205,0.999917,0.000214
32,0,0.711000,-1.999900,0.001593,0.000001,0.000070,0.999975,0.000072
32,0,0.632000,-1.999976,0.000487,0.000001,0.000019,0.999994,0.000019
32,0,0.553000,-1.999996,0.000113,0.000000,0.000004,0.999999,0.000004
32,0,0.474000,-2.000000,0.000007,0.000000,0.000000,1.000000,0.000000
32,0,0.395000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.316000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.237000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,2.607000,-1.024353,0.707155,0.000075,0.096074,0.010402,13.364371
32,0,2.686000,-0.972807,0.614285,0.000069,0.099176,0.006508,9.600143
32,0,2.765000,-0.927724,0.540692,0.000056,0.100411,0.004831,7.271615
32,0,2.844000,-0.885619,0.479351,0.000052,0.103693,0.002623,5.613833
32,0,2.923000,-0.849681,0.439447,0.000056,0.103767,0.002445,4.598588
32,0,3.002000,-0.816746,0.399342,0.000056,0.104602,0.002439,3.871795
32,0,3.081000,-0.786697,0.367192,0.000049,0.106319,0.002153,3.279894
32,0,3.160000,-0.757875,0.336524,0.000054,0.106568,0.001305,2.857327
32,0,3.239000,-0.732627,0.312360,0.000082,0.106575,0.001649,2.504616
32,0,3.318000,-0.709191,0.288869,0.000067,0.107638,0.001513,2.224637
32,0,3.397000,-0.685806,0.269367,0.000045,0.108624,0.001194,2.000731
32,0,3.476000,-0.665659,0.253581,0.000059,0.107543,0.000795,1.801200
32,0,3.555000,-0.646527,0.238268,0.000063,0.108516,0.000817,1.656469
32,0,3.634000,-0.628481,0.224148,0.000081,0.106786,0.000950,1.502485
32,0,3.713000,-0.612403,0.211186,0.000075,0.107364,0.000657,1.397612
32,0,3.792000,-0.595717,0.198494,0.000032,0.107039,0.000943,1.283667
32,0,3.871000,-0.580072,0.184665,0.000065,0.106998,0.000730,1.193240
32,0,3.950000,-0.566329,0.177684,0.000093,0.105379,0.000513,1.113145
32,0,4.029000,-0.551725,0.167735,0.000079,0.106315,0.000516,1.045170
32,0,4.108000,-0.539658,0.159223,0.000064,0.104662,0.000548,0.973294
32,0,4.187000,-0.527298,0.152755,0.000057,0.104904,0.000755,0.924788
32,0,4.266000,-0.515787,0.145326,0.000066,0.104849,0.000750,0.874895
32,0,4.345000,-0.504692,0.138501,0.000057,0.104075,0.000413,0.828533
32,0,4.424000,-0.493784,0.131382,0.000065,0.103941,0.000321,0.784045
32,0,4.503000,-0.483521,0.126826,0.000067,0.103047,0.000481,0.751007
32,0,4.582000,-0.474048,0.122051,0.000043,0.102537,0.000620,0.714880
32,0,4.661000,-0.464237,0.116172,0.000064,0.102010,0.000310,0.680202
32,0,4.740000,-0.455515,0.110607,0.000053,0.100458,0.000251,0.650003
32,0,4.819000,-0.446907,0.107362,0.000068,0.101713,0.000435,0.631980
32,0,4.898000,-0.438551,0.101638,0.000090,0.100339,0.000469,0.604923
32,0,4.977000,-0.430399,0.097943,0.000027,0.099714,0.000405,0.578308
32,0,5.056000,-0.422807,0.094518,0.000075,0.099327,0.000463,0.554306
32,0,2.607000,-1.023430,0.697574,0.005103,13.140162,0.000060,0.096661
32,0,2.686000,-0.971780,0.605521,0.007322,9.393834,0.000043,0.098837
32,0,2.765000,-0.926847,0.536311,0.004633,6.971129,0.000056,0.100555
32,0,2.844000,-0.885891,0.487089,0.003054,5.545898,0.000059,0.102540
32,0,2.923000,-0.849365,0.440224,0.002235,4.571915,0.000050,0.104670
32,0,3.002000,-0.816348,0.401722,0.001785,3.818665,0.000071,0.105375
32,0,3.081000,-0.786359,0.363725,0.001681,3.326130,0.000060,0.106045
32,0,3.160000,-0.757764,0.335563,0.001839,2.850960,0.000054,0.106650
32,0,3.239000,-0.731787,0.313383,0.001448,2.481496,0.000070,0.107068
32,0,3.318000,-0.709128,0.291396,0.001501,2.233505,0.000093,0.107657
32,0,3.397000,-0.686354,0.269086,0.000796,1.979554,0.000053,0.107401
32,0,3.476000,-0.665779,0.252600,0.000930,1.811139,0.000068,0.107893
32,0,3.555000,-0.646803,0.236525,0.001244,1.639362,0.000049,0.107269
32,0,3.634000,-0.628877,0.221950,0.000827,1.511404,0.000037,0.107419
32,0,3.713000,-0.611667,0.211071,0.000762,1.385874,0.000050,0.107278
32,0,3.792000,-0.595624,0.198003,0.000591,1.285094,0.000049,0.106625
32,0,3.871000,-0.580676,0.187250,0.000566,1.204571,0.000078,0.107018
32,0,3.950000,-0.565695,0.176666,0.000708,1.110222,0.000072,0.106126
32,0,4.029000,-0.552601,0.167960,0.000909,1.059299,0.000053,0.106742
32,0,4.108000,-0.539038,0.158788,0.000929,0.973920,0.000073,0.105126
32,0,4.187000,-0.527099,0.151103,0.000337,0.927293,0.000056,0.104943
32,0,4.266000,-0.515926,0.144668,0.000601,0.879941,0.000065,0.105274
32,0,4.345000,-0.504862,0.137282,0.000368,0.830765,0.000041,0.104334
32,0,4.424000,-0.493101,0.131828,0.000444,0.787186,0.000036,0.104628
32,0,4.503000,-0.482959,0.125875,0.000632,0.740144,0.000077,0.102281
32,0,4.582000,-0.473088,0.121118,0.000592,0.718060,0.000069,0.102610
32,0,4.661000,-0.464532,0.115646,0.000495,0.687629,0.000042,0.102662
32,0,4.740000,-0.455408,0.112352,0.000505,0.655771,0.000058,0.101503
32,0,4.819000,-0.446848,0.105181,0.000301,0.622480,0.000076,0.100222
32,0,4.898000,-0.438228,0.102416,0.000321,0.597299,0.000096,0.100400
32,0,4.977000,-0.430586,0.098966,0.000305,0.581262,0.000050,0.100578
32,0,5.056000,-0.423240,0.095787,0.000281,0.561632,0.000056,0.099700
32,0,0.079000,-2.000087,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.158000,-2.000087,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.237000,-2.000087,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.316000,-2.000087,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.395000,-2.000087,0.000003,1.000000,0.000000,0.000000,0.000000
32,0,0.474000,-2.000086,0.000019,1.000000,0.000001,0.000000,0.000001
32,0,0.553000,-2.000083,0.000107,0.999999,0.000004,0.000000,0.000004
32,0,0.632000,-2.000060,0.000529,0.999993,0.000021,0.000000,0.000021
32,0,0.711000,-1.999980,0.001710,0.999973,0.000077,0.000000,0.000074
32,0,0.790000,-1.999765,0.004203,0.999919,0.000212,0.000000,0.000201
32,0,0.869000,-1.999261,0.008915,0.999791,0.000506,0.000003,0.000457
32,0,0.948000,-1.998297,0.016337,0.999546,0.001022,0.000002,0.000901
32,0,1.027000,-1.996554,0.027733,0.999096,0.001936,0.000008,0.001622
32,0,1.106000,-1.993809,0.042865,0.998382,0.003308,0.000005,0.002605
32,0,1.185000,-1.989710,0.062585,0.997300,0.005366,0.000004,0.003960
32,0,1.264000,-1.983702,0.088096,0.995683,0.008433,0.000001,0.005697
32,0,1.343000,-1.975601,0.117796,0.993464,0.012662,0.000012,0.007813
32,0,1.422000,-1.964918,0.153826,0.990470,0.018505,0.000002,0.010368
32,0,1.501000,-1.951052,0.198380,0.986462,0.027151,0.000008,0.013082
32,0,1.580000,-1.933303,0.250793,0.981134,0.039686,0.000014,0.016516
32,0,1.659000,-1.910765,0.311414,0.974038,0.060520,0.000022,0.020709
32,0,1.738000,-1.884050,0.378266,0.965269,0.085012,0.000060,0.024046
32,0,1.817000,-1.851401,0.448531,0.954119,0.121632,0.000038,0.028568
32,0,1.896000,-1.811200,0.556970,0.938983,0.193240,0.000079,0.033875
32,0,1.975000,-1.762907,0.686913,0.919313,0.318715,0.000130,0.039664
32,0,2.054000,-1.703435,0.865785,0.891312,0.568622,0.000028,0.045706
32,0,2.133000,-1.630228,1.049534,0.849947,1.254866,0.000039,0.052405
32,0,2.212000,-1.522948,1.512928,0.563999,99.254942,0.000061,0.060297
32,0,2.291000,-1.385189,1.905321,0.155199,149.926895,0.000037,0.072837
32,0,2.370000,-1.252968,1.490124,0.060096,76.205089,0.000041,0.081671
32,0,2.449000,-1.157247,1.036664,0.018434,36.612451,0.000051,0.088529
32,0,2.528000,-1.081981,0.824647,0.011287,20.657328,0.000056,0.093604
32,0,2.607000,-1.023279,0.704053,0.007673,13.398340,0.000058,0.096741
32,0,2.686000,-0.972080,0.613466,0.005272,9.406594,0.000041,0.099261
32,0,2.765000,-0.926044,0.540462,0.004439,7.020802,0.000049,0.101521
32,0,2.844000,-0.886011,0.494501,0.003514,5.567132,0.000043,0.102335
32,0,2.923000,-0.850168,0.442540,0.002551,4.618074,0.000055,0.103854
32,0,3.002000,-0.816514,0.399389,0.002500,3.828550,0.000065,0.105371
32,0,3.081000,-0.785973,0.371939,0.001948,3.291726,0.000079,0.106143
32,0,3.160000,-0.758693,0.337529,0.001640,2.845134,0.000059,0.106539
32,0,3.239000,-0.732862,0.312419,0.001359,2.503266,0.000078,0.107148
32,0,3.318000,-0.708997,0.291012,0.001320,2.208316,0.000051,0.106848
32,0,3.397000,-0.686533,0.270152,0.001177,1.962081,0.000041,0.106365
32,0,3.476000,-0.665549,0.252960,0.000815,1.797662,0.000055,0.107383
32,0,3.555000,-0.645869,0.238137,0.000668,1.636089,0.000075,0.107050
32,0,3.634000,-0.629113,0.223732,0.000499,1.505334,0.000078,0.107671
32,0,3.713000,-0.612427,0.210910,0.000817,1.391093,0.000055,0.107280
32,0,3.792000,-0.596090,0.197658,0.001080,1.280082,0.000054,0.106157
32,0,3.871000,-0.580776,0.185866,0.000784,1.188960,0.000057,0.105966
32,0,3.950000,-0.565867,0.177094,0.000774,1.116628,0.000068,0.106617
32,0,4.029000,-0.552381,0.166712,0.000949,1.044889,0.000076,0.105905
32,0,4.108000,-0.539468,0.160317,0.000638,0.978228,0.000066,0.104857
32,0,4.187000,-0.526549,0.151664,0.000561,0.925810,0.000043,0.105555
32,0,4.266000,-0.515802,0.144532,0.000427,0.868820,0.000045,0.103787
32,0,4.345000,-0.504097,0.138714,0.000659,0.822840,0.000059,0.103614
32,0,4.424000,-0.493838,0.131863,0.000574,0.786875,0.000066,0.103617
32,0,4.503000,-0.483170,0.126391,0.000635,0.749544,0.000061,0.103008
32,0,4.582000,-0.473709,0.119582,0.000504,0.718436,0.000049,0.102892
32,0,4.661000,-0.464414,0.116531,0.000411,0.686156,0.000063,0.102497
32,0,4.740000,-0.454769,0.111414,0.000395,0.649968,0.000058,0.101173
32,0,4.819000,-0.446650,0.105789,0.000281,0.623201,0.000081,0.101049
32,0,4.898000,-0.438237,0.101847,0.000308,0.600712,0.000054,0.100493
32,0,4.977000,-0.430240,0.098112,0.000274,0.578161,0.000058,0.100432
32,0,5.056000,-0.422872,0.094779,0.000355,0.553579,0.000060,0.098162
32,0,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.237000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.316000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.395000,-2.000000,0.000004,0.000000,0.000000,1.000000,0.000000
32,0,0.474000,-2.000000,0.000011,0.000000,0.000000,1.000000,0.000000
32,0,0.553000,-1.999996,0.000109,0.000000,0.000004,0.999999,0.000004
32,0,0.632000,-1.999975,0.000492,0.000000,0.000019,0.999994,0.000020
32,0,0.711000,-1.999895,0.001659,0.000000,0.000073,0.999974,0.000075
32,0,0.790000,-1.999672,0.004278,0.000001,0.000202,0.999917,0.000216
32,0,0.869000,-1.999175,0.008872,0.000006,0.000462,0.999792,0.000499
32,0,0.948000,-1.998173,0.016671,0.000003,0.000916,0.999535,0.001047
32,0,1.027000,-1.996460,0.027800,0.000004,0.001621,0.999096,0.001930
32,0,1.106000,-1.993699,0.043302,0.000007,0.002634,0.998376,0.003339
32,0,1.185000,-1.989511,0.063308,0.000004,0.003971,0.997270,0.005426
32,0,1.264000,-1.983701,0.087619,0.000001,0.005698,0.995706,0.008415
32,0,1.343000,-1.975530,0.118088,0.000003,0.007818,0.993467,0.012687
32,0,1.422000,-1.964740,0.154364,0.000004,0.010346,0.990441,0.018560
32,0,1.501000,-1.950963,0.196548,0.000008,0.013341,0.986466,0.026860
32,0,1.580000,-1.933394,0.248679,0.000004,0.016439,0.981209,0.039155
32,0,1.659000,-1.911711,0.306333,0.000072,0.020110,0.974375,0.058292
32,0,1.738000,-1.884219,0.384400,0.000055,0.024485,0.965388,0.085616
32,0,1.817000,-1.851387,0.460204,0.000010,0.028574,0.954058,0.126627
32,0,1.896000,-1.810900,0.560572,0.000012,0.034274,0.938782,0.218348
32,0,1.975000,-1.762382,0.676293,0.000014,0.038099,0.918646,0.332717
32,0,2.054000,-1.702499,0.841495,0.000010,0.045869,0.890574,0.588339
32,0,2.133000,-1.630345,1.044164,0.000012,0.052503,0.849749,1.160418
32,0,2.212000,-1.527686,1.500327,0.000047,0.061387,0.637281,61.595091
32,0,2.291000,-1.390024,1.872123,0.000061,0.071558,0.192642,143.990555
32,0,2.370000,-1.251879,1.477493,0.000052,0.082376,0.057531,76.642348
32,0,2.449000,-1.155590,1.034403,0.000086,0.088850,0.024931,35.845429
32,0,2.528000,-1.082293,0.825440,0.000040,0.093111,0.012061,19.627802
32,0,2.607000,-1.023696,0.702252,0.000071,0.096621,0.007887,13.521058
32,0,2.686000,-0.971333,0.615849,0.000068,0.099031,0.003397,9.457180
32,0,2.765000,-0.926608,0.541361,0.000053,0.101197,0.004488,7.031162
32,0,2.844000,-0.886884,0.488799,0.000051,0.103095,0.001793,5.564161
32,0,2.923000,-0.850011,0.442064,0.000060,0.103280,0.001381,4.615211
32,0,3.002000,-0.817210,0.404666,0.000042,0.105415,0.002541,3.893665
32,0,3.081000,-0.786046,0.364755,0.000054,0.105606,0.001457,3.266584
32,0,3.160000,-0.759374,0.344533,0.000038,0.106962,0.001872,2.861897
32,0,3.239000,-0.732458,0.309129,0.000057,0.106905,0.001472,2.493755
32,0,3.318000,-0.709017,0.288167,0.000074,0.106514,0.001280,2.224605
32,0,3.397000,-0.687444,0.273771,0.000051,0.107184,0.001270,2.008751
32,0,3.476000,-0.666399,0.253403,0.000071,0.107889,0.000842,1.818215
32,0,3.555000,-0.647258,0.235844,0.000063,0.107211,0.001054,1.658849
32,0,3.634000,-0.628203,0.223951,0.000067,0.107686,0.000975,1.504634
32,0,3.713000,-0.611132,0.207899,0.000063,0.107356,0.000461,1.384131
32,0,3.792000,-0.595531,0.198847,0.000069,0.107002,0.000522,1.292483
32,0,3.871000,-0.580490,0.186095,0.000058,0.106605,0.000499,1.196581
32,0,3.950000,-0.565907,0.177676,0.000068,0.105555,0.000731,1.108113
32,0,4.029000,-0.552389,0.168461,0.000052,0.106548,0.000588,1.051388
32,0,4.108000,-0.539472,0.158259,0.000063,0.106164,0.000852,0.978506
32,0,4.187000,-0.526914,0.152321,0.000066,0.106102,0.000513,0.924872
32,0,4.266000,-0.515460,0.145035,0.000064,0.104883,0.000704,0.874441
32,0,4.345000,-0.504382,0.136054,0.000094,0.104517,0.000530,0.829729
32,0,4.424000,-0.493306,0.132049,0.000046,0.103818,0.000532,0.786795
32,0,4.503000,-0.483931,0.127005,0.000049,0.103420,0.000601,0.754593
32,0,4.582000,-0.473628,0.119883,0.000055,0.103460,0.000512,0.720458
32,0,4.661000,-0.464322,0.115610,0.000057,0.102815,0.000314,0.686063
32,0,4.740000,-0.455356,0.110173,0.000069,0.101478,0.000427,0.655294
32,0,4.819000,-0.446626,0.106437,0.000062,0.101884,0.000370,0.634747
32,0,4.898000,-0.439070,0.102088,0.000056,0.100114,0.000325,0.601187
32,0,4.977000,-0.430299,0.098862,0.000073,0.100124,0.000298,0.579667
32,0,5.056000,-0.422762,0.094622,0.000063,0.099454,0.000328,0.559798
32,0,2.528000,-1.082603,0.812390,0.017216,20.375471,0.000034,0.093520
32,0,2.449000,-1.156125,1.024118,0.025611,36.533900,0.000071,0.088987
32,0,2.370000,-1.255151,1.547412,0.046710,78.499274,0.000059,0.081622
32,0,2.291000,-1.392052,1.915395,0.117812,167.319058,0.000048,0.073135
32,0,2.212000,-1.530507,1.359771,0.776802,3.408097,0.000055,0.060082
32,0,2.133000,-1.629380,1.128248,0.847511,1.576856,0.000130,0.052626
32,0,2.054000,-1.705282,0.806111,0.892816,0.532954,0.000042,0.044836
32,0,1.975000,-1.764597,0.659167,0.919966,0.297071,0.000057,0.038507
32,0,1.896000,-1.812657,0.555566,0.939591,0.187283,0.000061,0.033233
32,0,1.817000,-1.851790,0.479857,0.954167,0.131139,0.000025,0.029565
32,0,1.738000,-1.884886,0.378862,0.965723,0.082502,0.000010,0.023493
32,0,1.659000,-1.911865,0.302529,0.974469,0.055669,0.000061,0.019983
32,0,1.580000,-1.933490,0.248670,0.981220,0.039282,0.000010,0.016622
32,0,1.501000,-1.950918,0.198517,0.986423,0.027325,0.000020,0.013178
32,0,1.422000,-1.964831,0.156005,0.990454,0.018802,0.000002,0.010329
32,0,1.343000,-1.975560,0.118923,0.993464,0.012721,0.000006,0.007790
32,0,1.264000,-1.983674,0.088577,0.995688,0.008477,0.000001,0.005678
32,0,1.185000,-1.989567,0.063094,0.997273,0.005403,0.000005,0.003960
32,0,1.106000,-1.993740,0.042725,0.998374,0.003303,0.000006,0.002633
32,0,1.027000,-1.996502,0.027784,0.999094,0.001930,0.000004,0.001639
32,0,0.948000,-1.998240,0.016448,0.999541,0.001028,0.000006,0.000911
32,0,0.869000,-1.999221,0.008829,0.999791,0.000498,0.000004,0.000461
32,0,0.790000,-1.999713,0.004314,0.999916,0.000218,0.000000,0.000207
32,0,0.711000,-1.999943,0.001654,0.999974,0.000074,0.000000,0.000073
32,0,0.632000,-2.000020,0.000545,0.999993,0.000022,0.000000,0.000022
32,0,0.553000,-2.000042,0.000115,0.999999,0.000004,0.000000,0.000004
32,0,0.474000,-2.000046,0.000021,1.000000,0.000001,0.000000,0.000001
32,0,0.395000,-2.000047,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.316000,-2.000047,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.237000,-2.000047,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.158000,-2.000047,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.079000,-2.000047,0.000000,1.000000,0.000000,0.000000,0.000000
32,0,1.975000,-1.764249,0.631315,0.000036,0.039454,0.920295,0.268711
32,0,2.054000,-1.704011,0.841705,0.000034,0.044707,0.891575,0.575605
32,0,2.133000,-1.626210,1.074155,0.000021,0.053436,0.846111,1.520349
32,0,2.212000,-1.532716,1.509711,0.000085,0.061884,0.612709,96.103087
32,0,2.291000,-1.399877,1.868560,0.000040,0.072537,0.218995,154.181335
32,0,2.370000,-1.252435,1.460709,0.000056,0.081782,0.049745,75.067634
32,0,2.449000,-1.156557,1.033305,0.000075,0.088493,0.025068,36.474306
32,0,2.528000,-1.083559,0.823017,0.000052,0.092765,0.012477,20.403189
32,0,1.343000,-1.975493,0.119298,0.000004,0.007713,0.993454,0.012812
32,0,1.422000,-1.964750,0.154675,0.000007,0.010319,0.990441,0.018722
32,0,1.501000,-1.950996,0.198681,0.000001,0.013173,0.986464,0.027285
32,0,1.580000,-1.933226,0.251781,0.000004,0.016594,0.981151,0.039833
32,0,1.659000,-1.911295,0.304605,0.000096,0.019949,0.974334,0.056857
32,0,1.738000,-1.884957,0.374986,0.000041,0.024686,0.965786,0.080270
32,0,1.817000,-1.851606,0.451254,0.000006,0.028598,0.954078,0.122921
32,0,1.896000,-1.812227,0.553027,0.000022,0.034942,0.939279,0.194507
32,0,0.711000,-1.999895,0.001666,0.000000,0.000073,0.999974,0.000075
32,0,0.790000,-1.999675,0.004214,0.000000,0.000202,0.999918,0.000213
32,0,0.869000,-1.999170,0.008911,0.000000,0.000463,0.999791,0.000501
32,0,0.948000,-1.998186,0.016476,0.000002,0.000917,0.999540,0.001030
32,0,1.027000,-1.996468,0.027766,0.000001,0.001619,0.999098,0.001924
32,0,1.106000,-1.993687,0.043102,0.000002,0.002628,0.998372,0.003330
32,0,1.185000,-1.989537,0.063070,0.000008,0.003969,0.997278,0.005417
32,0,1.264000,-1.983616,0.088106,0.000003,0.005687,0.995685,0.008428
32,0,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.237000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.316000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.395000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.474000,-2.000000,0.000011,0.000000,0.000000,1.000000,0.000000
32,0,0.553000,-1.999995,0.000122,0.000000,0.000004,0.999999,0.000004
32,0,0.632000,-1.999974,0.000528,0.000000,0.000021,0.999993,0.000021
32,0,4.503000,-0.483370,0.125554,0.000035,0.102757,0.000518,0.749883
32,0,4.582000,-0.473095,0.120441,0.000048,0.102486,0.000455,0.712064
32,0,4.661000,-0.463695,0.115390,0.000077,0.101917,0.000373,0.680963
32,0,4.740000,-0.455360,0.111986,0.000060,0.101825,0.000329,0.653859
32,0,4.819000,-0.446270,0.106797,0.000056,0.101674,0.000300,0.624430
32,0,4.898000,-0.438321,0.102810,0.000088,0.101059,0.000375,0.603677
32,0,4.977000,-0.430717,0.097981,0.000079,0.100299,0.000395,0.582667
32,0,5.056000,-0.423389,0.094923,0.000077,0.099148,0.000353,0.558821
32,0,3.871000,-0.579949,0.187749,0.000100,0.107129,0.000624,1.198549
32,0,3.950000,-0.566066,0.178093,0.000063,0.106822,0.000930,1.119473
32,0,4.029000,-0.552884,0.166489,0.000066,0.106633,0.000599,1.051549
32,0,4.108000,-0.538791,0.159012,0.000075,0.106123,0.000559,0.983091
32,0,4.187000,-0.527611,0.151336,0.000053,0.104476,0.000489,0.924749
32,0,4.266000,-0.514982,0.144074,0.000059,0.104804,0.000883,0.873156
32,0,4.345000,-0.504485,0.138420,0.000073,0.104588,0.000661,0.830595
32,0,4.424000,-0.493872,0.132135,0.000066,0.102989,0.000469,0.785671
32,0,3.239000,-0.733164,0.309920,0.000065,0.106413,0.001506,2.489393
32,0,3.318000,-0.709242,0.293412,0.000081,0.107543,0.001157,2.242446
32,0,3.397000,-0.686997,0.270157,0.000048,0.106967,0.000980,2.005252
32,0,3.476000,-0.666324,0.254456,0.000076,0.107291,0.001310,1.805282
32,0,3.555000,-0.646825,0.237288,0.000046,0.107339,0.000862,1.649284
32,0,3.634000,-0.628374,0.221143,0.000078,0.107242,0.000953,1.506701
32,0,3.713000,-0.611997,0.207887,0.000064,0.107223,0.000586,1.397617
32,0,3.792000,-0.594602,0.197307,0.000047,0.106933,0.000807,1.273131
32,0,2.607000,-1.023632,0.692636,0.000052,0.096464,0.006586,13.219933
32,0,2.686000,-0.972527,0.612108,0.000066,0.098428,0.004693,9.387927
32,0,2.765000,-0.926348,0.543658,0.000047,0.101003,0.003436,7.072538
32,0,2.844000,-0.885569,0.486662,0.000036,0.102369,0.002501,5.518341
32,0,2.923000,-0.849187,0.441504,0.000068,0.104461,0.002646,4.592230
32,0,3.002000,-0.817022,0.403291,0.000075,0.105444,0.002502,3.861330
32,0,3.081000,-0.786520,0.368475,0.000067,0.106402,0.001217,3.280353
32,0,3.160000,-0.758195,0.336232,0.000066,0.106200,0.001451,2.827906
32,0,3.160000,-0.758183,0.338566,0.001763,2.828718,0.000059,0.106779
32,0,3.081000,-0.787441,0.368782,0.001911,3.309060,0.000060,0.105696
32,0,3.002000,-0.817158,0.399808,0.002053,3.874789,0.000042,0.105096
32,0,2.923000,-0.851338,0.443679,0.001733,4.628830,0.000049,0.104097
32,0,2.844000,-0.888013,0.484787,0.003367,5.640007,0.000065,0.102946
32,0,2.765000,-0.926858,0.540071,0.003742,7.030929,0.000066,0.100988
32,0,2.686000,-0.972313,0.605271,0.006118,9.353979,0.000096,0.098904
32,0,2.607000,-1.022864,0.688255,0.006198,13.029200,0.000055,0.096665
32,0,3.792000,-0.595515,0.199207,0.000737,1.286044,0.000081,0.106135
32,0,3.713000,-0.611212,0.209778,0.000676,1.380577,0.000047,0.107288
32,0,3.634000,-0.628616,0.223191,0.000849,1.501122,0.000060,0.107500
32,0,3.555000,-0.646463,0.237509,0.000977,1.644236,0.000049,0.107555
32,0,3.476000,-0.665698,0.254113,0.000440,1.796914,0.000078,0.107811
32,0,3.397000,-0.686875,0.270105,0.001131,1.995191,0.000058,0.107113
32,0,3.318000,-0.708896,0.287264,0.000911,2.203418,0.000050,0.106880
32,0,3.239000,-0.732816,0.314314,0.001931,2.497968,0.000069,0.107296
32,0,4.424000,-0.493849,0.132896,0.000417,0.786577,0.000078,0.103884
32,0,4.345000,-0.503914,0.138953,0.000597,0.827133,0.000102,0.104330
32,0,4.266000,-0.515285,0.146411,0.000700,0.875925,0.000065,0.104462
32,0,4.187000,-0.526343,0.152796,0.000600,0.923798,0.000052,0.105384
32,0,4.108000,-0.538789,0.159618,0.000601,0.971195,0.000077,0.104829
32,0,4.029000,-0.552160,0.166630,0.000918,1.043678,0.000067,0.105292
32,0,3.950000,-0.565500,0.176889,0.000769,1.121458,0.000065,0.107485
32,0,3.871000,-0.579167,0.186067,0.000876,1.185368,0.000058,0.106485
