L,h,T,E,C,FM,Xfm,AFM,Xafm
32,1,0.869000,-2.110764,0.040014,0.614136,0.361272,0.000119,2.505253
32,1,0.790000,-2.113741,0.036010,0.621467,0.395877,0.000161,2.643874
32,1,0.711000,-2.116504,0.033905,0.630160,0.436517,0.000123,2.775213
32,1,1.896000,-2.034457,0.102078,0.552759,0.179628,0.000280,1.275410
32,1,1.817000,-2.042515,0.099708,0.556812,0.184300,0.000415,1.328783
32,1,1.738000,-2.050436,0.096724,0.560826,0.196347,0.000478,1.421576
32,1,1.659000,-2.057695,0.094128,0.564893,0.203587,0.000361,1.487260
32,1,1.580000,-2.064975,0.087830,0.569095,0.211257,0.000110,1.566951
32,1,1.501000,-2.071715,0.083395,0.573284,0.220821,0.000222,1.646862
32,1,1.422000,-2.078159,0.078733,0.577638,0.231201,0.000161,1.745584
32,1,1.343000,-2.084077,0.073197,0.582008,0.243188,0.000226,1.832858
32,1,2.528000,-1.962365,0.121412,0.521623,0.143692,0.000267,0.879895
32,1,2.449000,-1.972293,0.121936,0.525347,0.150105,0.000442,0.938035
32,1,2.370000,-1.981639,0.117577,0.529315,0.152237,0.000364,0.977068
32,1,2.291000,-1.991112,0.117234,0.533198,0.156673,0.000198,1.011779
32,1,2.212000,-2.000134,0.114448,0.537039,0.160929,0.000572,1.061484
32,1,2.133000,-2.009080,0.113030,0.540960,0.164464,0.000421,1.109155
32,1,2.054000,-2.017928,0.109976,0.544894,0.170435,0.000409,1.183227
32,1,1.975000,-2.026149,0.106322,0.548825,0.173425,0.000474,1.218039
32,1,5.056000,-1.696400,0.118777,0.422024,0.096839,0.000588,0.336108
32,1,4.977000,-1.706000,0.119329,0.425020,0.096907,0.000303,0.333006
32,1,4.898000,-1.714137,0.120553,0.427727,0.099222,0.000200,0.352025
32,1,4.819000,-1.725050,0.121591,0.430745,0.099529,0.000117,0.350476
32,1,4.740000,-1.733946,0.120733,0.433847,0.099332,0.000494,0.368943
32,1,4.661000,-1.744119,0.123538,0.436994,0.102043,0.000311,0.373082
32,1,4.582000,-1.752860,0.125559,0.439890,0.104843,0.000468,0.386005
32,1,4.503000,-1.763100,0.123145,0.443124,0.101251,0.000192,0.378599
32,1,4.424000,-1.773363,0.123856,0.446365,0.103354,0.000321,0.395578
32,1,4.345000,-1.782672,0.127295,0.449514,0.105491,0.000310,0.412936
32,1,4.266000,-1.792874,0.125650,0.452701,0.106813,0.000467,0.423873
32,1,4.187000,-1.802589,0.125862,0.455937,0.105356,0.000149,0.426789
32,1,4.108000,-1.812559,0.130468,0.459294,0.108935,0.000209,0.439335
32,1,4.029000,-1.822669,0.127597,0.462756,0.108834,0.000134,0.458147
32,1,3.950000,-1.832930,0.128211,0.466067,0.110964,0.000305,0.461879
32,1,3.871000,-1.843163,0.125530,0.469379,0.110180,0.000252,0.474061
32,1,3.792000,-1.853107,0.128135,0.472999,0.110634,0.000218,0.485709
32,1,3.713000,-1.863402,0.128407,0.476489,0.113432,0.000204,0.505587
32,1,3.634000,-1.873638,0.127475,0.480018,0.112491,0.000388,0.516048
32,1,3.555000,-1.883607,0.129210,0.483552,0.116519,0.000400,0.537720
32,1,3.476000,-1.893471,0.127675,0.487006,0.116479,0.000498,0.552126
32,1,3.397000,-1.904296,0.126513,0.490696,0.119464,0.000167,0.575961
32,1,3.318000,-1.914018,0.127698,0.494383,0.121188,0.000503,0.590173
32,1,3.239000,-1.924090,0.127940,0.498019,0.121207,0.000165,0.595738
32,1,3.160000,-1.934413,0.128479,0.501753,0.126058,0.000388,0.628757
32,1,3.081000,-1.945011,0.127562,0.505622,0.127096,0.000524,0.651198
32,1,3.002000,-1.954573,0.129821,0.509359,0.133495,0.000323,0.686971
32,1,2.923000,-1.964897,0.129025,0.513311,0.133001,0.000563,0.703701
32,1,2.844000,-1.974829,0.127208,0.517083,0.135593,0.000316,0.726326
32,1,2.765000,-1.984615,0.126273,0.521013,0.137459,0.000645,0.755017
32,1,2.686000,-1.994841,0.123972,0.525129,0.137975,0.000191,0.778990
32,1,2.607000,-2.004411,0.124122,0.529035,0.140605,0.000706,0.815103
32,1,0.079000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.158000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.237000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.316000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.395000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.474000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.553000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.632000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.711000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.790000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.869000,-6.266000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.948000,-6.266000,0.000006,1.000000,0.000000,0.000000,0.000000
32,1,1.027000,-6.265998,0.000029,1.000000,0.000000,0.000000,0.000000
32,1,1.106000,-6.265996,0.000053,1.000000,0.000001,0.000000,0.000001
32,1,1.185000,-6.265987,0.000158,0.999998,0.000003,0.000000,0.000003
32,1,1.264000,-6.265971,0.000308,0.999996,0.000006,0.000000,0.000006
32,1,1.343000,-6.265920,0.000738,0.999990,0.000014,0.000000,0.000015
32,1,1.422000,-6.265847,0.001261,0.999981,0.000026,0.000001,0.000026
32,1,1.501000,-6.265725,0.002025,0.999967,0.000044,0.000000,0.000044
32,1,1.580000,-6.265515,0.003222,0.999941,0.000075,0.000001,0.000075
32,1,1.659000,-6.265192,0.004856,0.999902,0.000118,0.000002,0.000117
32,1,1.738000,-6.264780,0.006614,0.999852,0.000168,0.000001,0.000173
32,1,1.817000,-6.264057,0.010012,0.999765,0.000267,0.000011,0.000258
32,1,1.896000,-6.263216,0.012848,0.999663,0.000358,0.000010,0.000357
32,1,1.975000,-6.262195,0.016144,0.999539,0.000468,0.000006,0.000461
32,1,2.054000,-6.260610,0.021261,0.999347,0.000643,0.000007,0.000615
32,1,2.133000,-6.258657,0.026520,0.999110,0.000832,0.000017,0.000813
32,1,2.212000,-6.256439,0.033146,0.998841,0.001080,0.000030,0.001031
32,1,2.291000,-6.253770,0.038539,0.998517,0.001302,0.000009,0.001291
32,1,2.370000,-6.250382,0.046272,0.998106,0.001621,0.000044,0.001581
32,1,2.449000,-6.246377,0.054850,0.997619,0.001986,0.000004,0.001909
32,1,2.528000,-6.242169,0.061591,0.997107,0.002306,0.000036,0.002263
32,1,5.056000,-5.563788,0.474971,0.911231,0.041288,0.000078,0.027859
32,1,4.977000,-5.603086,0.449865,0.916338,0.038288,0.000061,0.026985
32,1,4.898000,-5.635672,0.449693,0.920577,0.037460,0.000084,0.027231
32,1,4.819000,-5.672500,0.445685,0.925368,0.036273,0.000008,0.025113
32,1,4.740000,-5.706792,0.424162,0.929813,0.033757,0.000040,0.023956
32,1,4.661000,-5.740770,0.405904,0.934184,0.031526,0.000255,0.023934
32,1,4.582000,-5.771963,0.398915,0.938171,0.030360,0.000060,0.022340
32,1,4.503000,-5.804331,0.394510,0.942348,0.029321,0.000092,0.021030
32,1,4.424000,-5.834076,0.363768,0.946151,0.026329,0.000040,0.020837
32,1,4.345000,-5.864623,0.371861,0.950028,0.026261,0.000009,0.019491
32,1,4.266000,-5.891790,0.355901,0.953479,0.024609,0.000081,0.018376
32,1,4.187000,-5.918181,0.330906,0.956824,0.022283,0.000045,0.017752
32,1,4.108000,-5.945870,0.331624,0.960326,0.021810,0.000123,0.016979
32,1,4.029000,-5.970500,0.315448,0.963423,0.020265,0.000016,0.016283
32,1,3.950000,-5.993688,0.299830,0.966338,0.018735,0.000047,0.014918
32,1,3.871000,-6.017845,0.287172,0.969376,0.017538,0.000011,0.014254
32,1,3.792000,-6.039432,0.274997,0.972077,0.016353,0.000042,0.013249
32,1,3.713000,-6.060665,0.259243,0.974722,0.015035,0.000038,0.012412
32,1,3.634000,-6.079318,0.243189,0.977051,0.013740,0.000051,0.011339
32,1,3.555000,-6.099512,0.225711,0.979554,0.012405,0.000015,0.010660
32,1,3.476000,-6.117340,0.206503,0.981766,0.011055,0.000066,0.009735
32,1,3.397000,-6.131377,0.190593,0.983505,0.009939,0.000057,0.008761
32,1,3.318000,-6.147107,0.175181,0.985450,0.008891,0.000052,0.008023
32,1,3.239000,-6.161467,0.173390,0.987219,0.008549,0.000007,0.007364
32,1,3.160000,-6.174403,0.153741,0.988819,0.007349,0.000036,0.006700
32,1,3.081000,-6.185377,0.141286,0.990162,0.006577,0.000039,0.006019
32,1,3.002000,-6.197163,0.130651,0.991607,0.005912,0.000016,0.005253
32,1,2.923000,-6.206403,0.112573,0.992741,0.004944,0.000012,0.004760
32,1,2.844000,-6.215307,0.104482,0.993830,0.004452,0.000014,0.004228
32,1,2.765000,-6.222556,0.094719,0.994715,0.003911,0.000018,0.003603
32,1,2.686000,-6.230094,0.084421,0.995635,0.003379,0.000022,0.003051
32,1,2.607000,-6.236144,0.074323,0.996375,0.002873,0.000029,0.002750
32,1,0.079000,-2.265373,0.053298,0.997642,0.059508,0.000010,0.059374
32,1,0.158000,-2.250263,0.289664,0.940838,0.646826,0.000014,0.825309
32,1,0.237000,-2.227955,0.251880,0.856972,0.843679,0.000129,1.563627
32,1,0.316000,-2.211185,0.174554,0.793928,0.779534,0.000117,1.980689
32,1,0.395000,-2.199576,0.122386,0.750309,0.682103,0.000010,2.152647
32,1,0.474000,-2.191272,0.089842,0.719229,0.595414,0.000023,2.248597
32,1,0.553000,-2.184996,0.070562,0.696139,0.528734,0.000216,2.238804
32,1,0.632000,-2.179941,0.059103,0.678328,0.471248,0.000035,2.204407
32,1,0.711000,-2.175561,0.053295,0.664124,0.424816,0.000174,2.166564
32,1,0.790000,-2.171450,0.051082,0.652310,0.385849,0.000189,2.098381
32,1,0.869000,-2.167432,0.051716,0.642422,0.354239,0.000114,2.044197
32,1,0.948000,-2.163210,0.054518,0.633756,0.329109,0.000061,1.987002
32,1,1.027000,-2.158782,0.058001,0.626043,0.305452,0.000088,1.902014
32,1,1.106000,-2.153986,0.062508,0.619059,0.286353,0.000332,1.827640
32,1,1.185000,-2.148882,0.066760,0.612713,0.266640,0.000115,1.745228
32,1,1.264000,-2.143403,0.071984,0.606744,0.254063,0.000119,1.678319
32,1,1.343000,-2.137570,0.076384,0.601157,0.238680,0.000204,1.595305
32,1,1.422000,-2.131256,0.081184,0.595728,0.228609,0.000061,1.532027
32,1,1.501000,-2.124710,0.085773,0.590601,0.218153,0.000169,1.463828
32,1,1.580000,-2.117714,0.089648,0.585667,0.207801,0.000139,1.401324
32,1,1.659000,-2.110424,0.093408,0.580936,0.199745,0.000479,1.352105
32,1,1.738000,-2.102872,0.096951,0.576101,0.192100,0.000484,1.282986
32,1,1.817000,-2.094865,0.102921,0.571545,0.186845,0.000426,1.233064
32,1,1.896000,-2.086693,0.104765,0.567013,0.178979,0.000662,1.162167
32,1,1.975000,-2.078312,0.106461,0.562582,0.171902,0.000286,1.120926
32,1,2.054000,-2.070111,0.110312,0.558305,0.169945,0.000437,1.083182
32,1,2.133000,-2.061207,0.114244,0.553976,0.164150,0.000542,1.020834
32,1,2.212000,-2.051950,0.115415,0.549644,0.159679,0.000353,0.972941
32,1,2.291000,-2.042813,0.115313,0.545465,0.151936,0.000296,0.942254
32,1,2.370000,-2.033432,0.120222,0.541247,0.152672,0.000607,0.906863
32,1,2.449000,-2.024284,0.119841,0.537240,0.147864,0.000523,0.867426
32,1,2.528000,-2.014181,0.123216,0.533109,0.146014,0.000509,0.854479
32,1,5.056000,-5.661667,0.468932,0.914577,0.039793,0.000082,0.027268
32,1,4.977000,-5.696634,0.452793,0.919108,0.037633,0.000140,0.025698
32,1,4.898000,-5.731355,0.443253,0.923565,0.036033,0.000164,0.025639
32,1,4.819000,-5.766230,0.437993,0.927991,0.034847,0.000083,0.024353
32,1,4.740000,-5.798214,0.424991,0.932090,0.033135,0.000157,0.024223
32,1,4.661000,-5.831455,0.407524,0.936333,0.030935,0.000056,0.022720
32,1,4.582000,-5.863960,0.399177,0.940456,0.029630,0.000085,0.021843
32,1,4.503000,-5.895248,0.392293,0.944439,0.028385,0.000042,0.020611
32,1,4.424000,-5.927380,0.369044,0.948486,0.026148,0.000166,0.019588
32,1,4.345000,-5.954331,0.359041,0.951872,0.024872,0.000074,0.018770
32,1,4.266000,-5.981005,0.352909,0.955234,0.023826,0.000014,0.018297
32,1,4.187000,-6.008293,0.335834,0.958640,0.022118,0.000015,0.017455
32,1,4.108000,-6.035319,0.314553,0.962027,0.020251,0.000063,0.015786
32,1,4.029000,-6.058513,0.300013,0.964921,0.018829,0.000106,0.015683
32,1,3.950000,-6.083440,0.294971,0.968018,0.018037,0.000031,0.014502
32,1,3.871000,-6.104610,0.275206,0.970639,0.016411,0.000019,0.013322
32,1,3.792000,-6.125679,0.259588,0.973243,0.015130,0.000014,0.012560
32,1,3.713000,-6.147605,0.248887,0.975962,0.014102,0.000050,0.011832
32,1,3.634000,-6.166469,0.237698,0.978283,0.013101,0.000019,0.011339
32,1,3.555000,-6.183887,0.219938,0.980425,0.011826,0.000035,0.010112
32,1,3.476000,-6.199777,0.205563,0.982369,0.010764,0.000022,0.009391
32,1,3.397000,-6.216444,0.188901,0.984412,0.009625,0.000141,0.008376
32,1,3.318000,-6.230384,0.178741,0.986119,0.008860,0.000009,0.007645
32,1,3.239000,-6.244452,0.163778,0.987833,0.007892,0.000016,0.006939
32,1,3.160000,-6.256351,0.154451,0.989279,0.007246,0.000044,0.006318
32,1,3.081000,-6.268298,0.139184,0.990735,0.006348,0.000008,0.005748
32,1,3.002000,-6.278980,0.123612,0.992034,0.005470,0.000083,0.005162
32,1,2.923000,-6.288449,0.114389,0.993181,0.004918,0.000067,0.004420
32,1,2.844000,-6.296388,0.103111,0.994142,0.004301,0.000025,0.003930
32,1,2.765000,-6.303997,0.088544,0.995063,0.003579,0.000006,0.003458
32,1,2.686000,-6.310597,0.082830,0.995861,0.003246,0.000005,0.002954
32,1,2.607000,-6.316704,0.069895,0.996596,0.002658,0.000041,0.002594
32,1,2.528000,-6.321877,0.062904,0.997220,0.002313,0.000003,0.002168
32,1,2.449000,-6.326528,0.051601,0.997780,0.001833,0.000024,0.001771
32,1,2.370000,-6.330303,0.043784,0.998234,0.001505,0.000002,0.001477
32,1,2.291000,-6.333327,0.037069,0.998599,0.001227,0.000002,0.001216
32,1,2.212000,-6.336056,0.030423,0.998927,0.000972,0.000013,0.000959
32,1,2.133000,-6.338386,0.024133,0.999206,0.000743,0.000005,0.000739
32,1,2.054000,-6.339956,0.019562,0.999395,0.000579,0.000002,0.000578
32,1,1.975000,-6.341540,0.014674,0.999585,0.000417,0.000001,0.000421
32,1,1.896000,-6.342486,0.011858,0.999698,0.000324,0.000010,0.000309
32,1,1.817000,-6.343301,0.008667,0.999796,0.000227,0.000001,0.000225
32,1,1.738000,-6.343917,0.006038,0.999870,0.000151,0.000005,0.000147
32,1,1.659000,-6.344328,0.004118,0.999919,0.000098,0.000002,0.000096
32,1,1.580000,-6.344567,0.002905,0.999948,0.000066,0.000000,0.000066
32,1,1.501000,-6.344765,0.001736,0.999972,0.000037,0.000001,0.000038
32,1,1.422000,-6.344863,0.001133,0.999984,0.000023,0.000000,0.000023
32,1,1.343000,-6.344935,0.000613,0.999992,0.000012,0.000000,0.000012
32,1,1.264000,-6.344965,0.000372,0.999996,0.000007,0.000000,0.000007
32,1,1.185000,-6.344986,0.000169,0.999998,0.000003,0.000000,0.000003
32,1,1.106000,-6.344995,0.000070,0.999999,0.000001,0.000000,0.000001
32,1,1.027000,-6.344999,0.000026,1.000000,0.000000,0.000000,0.000000
32,1,0.948000,-6.345000,0.000003,1.000000,0.000000,0.000000,0.000000
32,1,0.869000,-6.345000,0.000004,1.000000,0.000000,0.000000,0.000000
32,1,0.790000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.711000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.632000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.553000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.474000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.395000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.316000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.237000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.158000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.079000,-6.345000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.079000,-2.344887,0.012441,0.999673,0.008258,0.000001,0.008251
32,1,0.158000,-2.336751,0.214342,0.976089,0.284528,0.000027,0.314527
32,1,0.237000,-2.315140,0.296251,0.913447,0.589888,0.000039,0.840431
32,1,0.316000,-2.293504,0.243985,0.850736,0.647753,0.000009,1.243130
32,1,0.395000,-2.276588,0.184681,0.801715,0.612430,0.000197,1.473810
32,1,0.474000,-2.263820,0.140816,0.764783,0.557843,0.000035,1.626300
32,1,0.553000,-2.254001,0.110288,0.736616,0.500942,0.000075,1.694730
32,1,0.632000,-2.246194,0.090399,0.714696,0.452740,0.000128,1.721376
32,1,0.711000,-2.239600,0.078481,0.697016,0.411979,0.000133,1.731076
32,1,0.790000,-2.233715,0.070960,0.682384,0.372395,0.000176,1.706329
32,1,0.869000,-2.228251,0.068312,0.670036,0.347314,0.000038,1.675149
32,1,0.948000,-2.222913,0.067845,0.659416,0.321516,0.000123,1.655583
32,1,1.027000,-2.217471,0.069439,0.649890,0.300712,0.000112,1.617225
32,1,1.106000,-2.211949,0.071263,0.641432,0.279121,0.000213,1.563606
32,1,1.185000,-2.206173,0.074616,0.633727,0.261644,0.000024,1.510308
32,1,1.264000,-2.200144,0.078379,0.626671,0.248011,0.000108,1.464583
32,1,1.343000,-2.193771,0.082547,0.619944,0.238078,0.000151,1.414255
32,1,1.422000,-2.187125,0.085403,0.613748,0.225688,0.000111,1.362781
32,1,1.501000,-2.180170,0.090003,0.607803,0.215932,0.000265,1.302283
32,1,1.580000,-2.172907,0.093212,0.602093,0.206941,0.000096,1.262975
32,1,1.659000,-2.165393,0.097522,0.596638,0.202734,0.000230,1.217807
32,1,1.738000,-2.157450,0.099335,0.591191,0.190418,0.000468,1.214029
32,1,1.817000,-2.149549,0.103797,0.586186,0.183543,0.000626,1.112136
32,1,1.896000,-2.141110,0.104872,0.581166,0.177775,0.000252,1.069014
32,1,1.975000,-2.132578,0.108559,0.576362,0.170606,0.000454,1.037443
32,1,2.054000,-2.123797,0.110398,0.571434,0.167737,0.000278,0.990478
32,1,2.133000,-2.114797,0.114879,0.566732,0.164415,0.001182,0.969897
32,1,2.212000,-2.105581,0.117002,0.562183,0.157689,0.000213,0.925610
32,1,2.291000,-2.096507,0.119729,0.557792,0.155151,0.000232,0.874242
32,1,2.370000,-2.086634,0.120083,0.553214,0.150449,0.000256,0.850855
32,1,2.449000,-2.076993,0.122554,0.548746,0.148910,0.000283,0.828368
32,1,2.528000,-2.067517,0.125426,0.544627,0.145554,0.000612,0.792239
32,1,2.607000,-2.057843,0.124220,0.540219,0.140673,0.000448,0.761948
32,1,2.686000,-2.047320,0.128628,0.535984,0.138504,0.000386,0.735765
32,1,2.765000,-2.037455,0.130089,0.531844,0.137038,0.000374,0.706408
32,1,2.844000,-2.027122,0.128511,0.527642,0.133300,0.000877,0.685614
32,1,2.923000,-2.017962,0.131161,0.523805,0.134413,0.000435,0.672580
32,1,3.002000,-2.007343,0.128281,0.519676,0.127890,0.000257,0.635036
32,1,3.081000,-1.997124,0.129284,0.515696,0.125863,0.000390,0.633045
32,1,3.160000,-1.986541,0.131253,0.511753,0.126300,0.000393,0.618225
32,1,3.239000,-1.976452,0.128234,0.507955,0.125111,0.000132,0.584202
32,1,3.318000,-1.966060,0.132232,0.503910,0.120950,0.000254,0.560565
32,1,3.397000,-1.955429,0.129756,0.500130,0.121452,0.000154,0.565799
32,1,3.476000,-1.945321,0.132536,0.496483,0.118484,0.000795,0.527054
32,1,3.555000,-1.935073,0.129930,0.492844,0.116275,0.000138,0.527618
32,1,3.634000,-1.924506,0.132222,0.488950,0.115176,0.000267,0.505884
32,1,3.713000,-1.914602,0.131187,0.485466,0.114305,0.000469,0.495723
32,1,3.792000,-1.904234,0.130631,0.481855,0.112557,0.000195,0.478235
32,1,3.871000,-1.893739,0.126364,0.478134,0.110079,0.000431,0.470395
32,1,3.950000,-1.883635,0.130370,0.474742,0.109187,0.000473,0.451265
32,1,4.029000,-1.873708,0.131414,0.471419,0.105985,0.000124,0.431412
32,1,4.108000,-1.863420,0.128864,0.467887,0.107088,0.000441,0.435093
32,1,4.187000,-1.853157,0.129209,0.464342,0.108725,0.000627,0.427378
32,1,4.266000,-1.842412,0.127725,0.460962,0.105782,0.000227,0.407187
32,1,4.345000,-1.832707,0.127013,0.457818,0.105420,0.000100,0.397560
32,1,4.424000,-1.822869,0.124200,0.454511,0.101636,0.000385,0.386448
32,1,4.503000,-1.812295,0.127724,0.451158,0.103335,0.000215,0.382572
32,1,4.582000,-1.803607,0.124122,0.448044,0.101140,0.000571,0.375307
32,1,4.661000,-1.793046,0.125893,0.444879,0.099830,0.000137,0.360200
32,1,4.740000,-1.782918,0.123129,0.441687,0.099900,0.000588,0.353888
32,1,4.819000,-1.773392,0.122128,0.438576,0.098294,0.000116,0.349516
32,1,4.898000,-1.764447,0.124398,0.435531,0.099251,0.000484,0.344876
32,1,4.977000,-1.754973,0.122118,0.432535,0.097118,0.000092,0.336535
32,1,5.056000,-1.745424,0.122421,0.429689,0.095385,0.000143,0.325364
32,1,0.079000,-2.423982,0.002459,0.999957,0.001080,0.000000,0.001087
32,1,0.158000,-2.420131,0.128515,0.990875,0.112948,0.000022,0.117727
32,1,0.237000,-2.403120,0.279918,0.950754,0.369018,0.000005,0.450731
32,1,0.316000,-2.380083,0.289013,0.896421,0.507991,0.000102,0.780147
32,1,0.395000,-2.359077,0.239545,0.846884,0.526171,0.000083,1.029549
32,1,0.474000,-2.342032,0.191704,0.806726,0.503891,0.000079,1.200303
32,1,0.553000,-2.328484,0.153255,0.774937,0.465706,0.000078,1.308265
32,1,0.632000,-2.317471,0.125641,0.749417,0.427203,0.000014,1.360493
32,1,0.711000,-2.308302,0.108247,0.728745,0.396459,0.000303,1.384755
32,1,0.790000,-2.300337,0.095548,0.711567,0.362517,0.000174,1.403075
32,1,0.869000,-2.293072,0.088225,0.696917,0.336386,0.000030,1.411765
32,1,0.948000,-2.286335,0.083918,0.684437,0.312222,0.000032,1.376408
32,1,1.027000,-2.279734,0.083054,0.673300,0.293989,0.000021,1.376230
32,1,1.106000,-2.273108,0.083714,0.663401,0.274467,0.000026,1.350919
32,1,1.185000,-2.266515,0.084275,0.654459,0.259894,0.000209,1.317475
32,1,1.264000,-2.259731,0.086825,0.646238,0.245880,0.000219,1.276220
32,1,1.343000,-2.252702,0.089803,0.638570,0.235970,0.000312,1.251547
32,1,1.422000,-2.245549,0.092244,0.631424,0.223564,0.000069,1.205951
32,1,1.501000,-2.238039,0.096373,0.624727,0.214573,0.000018,1.169575
32,1,1.580000,-2.230451,0.098380,0.618394,0.204776,0.000071,1.137209
32,1,1.659000,-2.222621,0.103125,0.612256,0.196352,0.000394,1.079616
32,1,1.738000,-2.214446,0.102858,0.606337,0.190938,0.000946,1.047192
32,1,1.817000,-2.206067,0.106907,0.600866,0.180737,0.000088,1.027786
32,1,1.896000,-2.197552,0.110785,0.595314,0.177639,0.000157,0.984088
32,1,1.975000,-2.188303,0.112883,0.589857,0.168611,0.000241,0.942489
32,1,2.054000,-2.179786,0.113568,0.584897,0.165962,0.000159,0.923726
32,1,2.133000,-2.170428,0.120136,0.579608,0.160080,0.000323,0.872131
32,1,2.212000,-2.160792,0.118923,0.574669,0.157066,0.000478,0.859329
32,1,2.291000,-2.151520,0.118273,0.569869,0.152488,0.000206,0.845109
32,1,2.370000,-2.141855,0.123007,0.565177,0.150346,0.000964,0.809627
32,1,2.449000,-2.132271,0.121814,0.560540,0.145600,0.000309,0.781602
32,1,2.528000,-2.122293,0.126671,0.555875,0.146754,0.000203,0.762134
32,1,2.607000,-2.112213,0.125844,0.551475,0.138699,0.000185,0.708788
32,1,2.686000,-2.102215,0.130757,0.546960,0.138516,0.000368,0.702213
32,1,2.765000,-2.091734,0.130692,0.542590,0.133544,0.000389,0.678284
32,1,2.844000,-2.081798,0.129526,0.538290,0.131982,0.000131,0.657035
32,1,2.923000,-2.071253,0.130126,0.534069,0.131653,0.000426,0.657890
32,1,3.002000,-2.061122,0.129638,0.529845,0.125569,0.000361,0.609373
32,1,3.081000,-2.050727,0.129242,0.525675,0.125624,0.000546,0.595485
32,1,3.160000,-2.040369,0.133326,0.521637,0.127035,0.000212,0.584650
32,1,3.239000,-2.029377,0.135490,0.517621,0.126718,0.000522,0.568187
32,1,3.318000,-2.018709,0.133888,0.513615,0.120707,0.000621,0.551490
32,1,3.397000,-2.008673,0.136548,0.509614,0.119695,0.000439,0.539354
32,1,3.476000,-1.998097,0.131255,0.505668,0.114001,0.000149,0.505706
32,1,3.555000,-1.988225,0.132004,0.501924,0.114674,0.001106,0.494227
32,1,3.634000,-1.977664,0.132831,0.498097,0.114648,0.000478,0.490882
32,1,3.713000,-1.967096,0.132031,0.494525,0.111046,0.000368,0.476928
32,1,3.792000,-1.956384,0.132656,0.490591,0.112234,0.000582,0.460061
32,1,3.871000,-1.946198,0.129217,0.486989,0.110990,0.000562,0.462666
32,1,3.950000,-1.935530,0.131765,0.483328,0.109254,0.000177,0.431077
32,1,4.029000,-1.925029,0.131221,0.479787,0.106334,0.000148,0.420078
32,1,4.108000,-1.914564,0.130470,0.476357,0.108252,0.000454,0.420536
32,1,4.187000,-1.904649,0.130848,0.472915,0.106979,0.000515,0.412631
32,1,4.266000,-1.893768,0.126311,0.469283,0.102138,0.000175,0.404365
32,1,4.345000,-1.883505,0.125442,0.465860,0.100982,0.000790,0.385263
32,1,4.424000,-1.873593,0.128505,0.462553,0.101750,0.000607,0.373837
32,1,4.503000,-1.863208,0.129386,0.459200,0.101090,0.000363,0.372231
32,1,4.582000,-1.854017,0.124617,0.456011,0.100703,0.000293,0.364483
32,1,4.661000,-1.843380,0.124492,0.452760,0.098503,0.000261,0.356471
32,1,4.740000,-1.834084,0.126690,0.449620,0.100409,0.000459,0.351265
32,1,4.819000,-1.823843,0.122230,0.446484,0.098203,0.000671,0.350414
32,1,4.898000,-1.813331,0.128179,0.443244,0.096687,0.000663,0.334330
32,1,4.977000,-1.804037,0.122680,0.440135,0.095189,0.000108,0.327096
32,1,5.056000,-1.794938,0.121896,0.437314,0.095538,0.000771,0.323105
32,1,0.079000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.158000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.237000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.316000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.395000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.474000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.553000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.632000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.711000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.790000,-6.424000,0.000000,1.000000,0.000000,0.000000,0.000000
